,Age,C0.4,C1,C2.5,C5,C10,C25,C50,C75,C90,C95,C97.5,C99,C99.6
,60,1.817854,1.915711,2.023829,2.115294,2.219137,2.389145,2.573423,2.753393,2.91207,3.005659,3.086051,3.178655,3.260231
,70,1.768923,1.869868,1.980949,2.074583,2.180545,2.353305,2.539663,2.720856,2.880016,2.973648,3.053943,3.146286,3.227506
,80,1.718151,1.822541,1.936894,2.032905,2.141172,2.316905,2.505496,2.688009,2.847707,2.941407,3.021621,3.113721,3.1946
,90,1.660451,1.768295,1.885833,1.984085,2.094454,2.272736,2.463022,2.646276,2.80598,2.899428,2.979287,3.070826,3.151084
R_paracentral,3,2.351828,2.407611,2.469448,2.521986,2.581965,2.681181,2.790702,2.900412,3.000126,3.060559,3.11359,3.176121,3.232637
,5,2.313098,2.368638,2.430145,2.482359,2.541921,2.640358,2.748917,2.857592,2.956339,3.016183,3.068703,3.130642,3.186637
,10,2.215259,2.27014,2.330762,2.382108,2.440563,2.536938,2.642963,2.748929,2.845145,2.903456,2.954644,3.015044,3.069689
,15,2.116518,2.170676,2.230336,2.280743,2.338006,2.432173,2.535505,2.638603,2.732152,2.788851,2.838643,2.897431,2.950665
,20,2.031456,2.08521,2.144246,2.193995,2.250381,2.342852,2.444047,2.544836,2.636234,2.691638,2.740314,2.797828,2.84996
,30,1.947844,2.003175,2.063534,2.114097,2.171112,2.264048,2.365153,2.465487,2.556371,2.611499,2.659991,2.717394,2.769553
,40,1.882984,1.940754,2.003274,2.055286,2.113586,2.207959,2.309948,2.410767,2.502015,2.557426,2.606251,2.664188,2.717001
,50,1.834609,1.895847,1.961497,2.015669,2.075971,2.172805,2.276676,2.378934,2.471439,2.52771,2.577406,2.636566,2.690712
,60,1.783163,1.848488,1.917738,1.974335,2.036824,2.136249,2.242,2.345655,2.439421,2.496598,2.547247,2.607787,2.663479
,70,1.720063,1.789962,1.863071,1.922143,1.986746,2.088436,2.195561,2.300079,2.394673,2.452549,2.504018,2.565852,2.623093
,80,1.636914,1.71168,1.788621,1.849948,1.916264,2.019351,2.126763,2.231045,2.325542,2.383617,2.435518,2.49827,2.556813
,90,1.535317,1.615442,1.696287,1.759679,1.827315,1.930924,2.037528,2.140483,2.233975,2.291767,2.343735,2.407066,2.466713
R_parsopercularis,3,2.448905,2.535293,2.622459,2.690767,2.763528,2.874457,2.987289,3.094156,3.188693,3.245701,3.295947,3.35582,3.410826
,5,2.428174,2.510808,2.594925,2.661324,2.73248,2.841711,2.953576,3.060028,3.154436,3.211411,3.261629,3.321447,3.376363
,10,2.376177,2.450153,2.52705,2.58883,2.656026,2.760989,2.870407,2.975894,3.070175,3.127262,3.177633,3.237643,3.292699
,15,2.327761,2.392966,2.462269,2.519032,2.581823,2.681946,2.788679,2.893473,2.988368,3.046262,3.097556,3.158871,3.215272
,20,2.283904,2.341064,2.403135,2.454966,2.513313,2.608447,2.712489,2.81698,2.913316,2.972779,3.025848,3.089706,3.148812
,30,2.197107,2.247683,2.303692,2.351305,2.405781,2.496457,2.597939,2.701838,2.798953,2.859357,2.91348,2.978799,3.039376
,40,2.103979,2.157462,2.216328,2.266046,2.322528,2.415489,2.517756,2.620253,2.713828,2.770872,2.821203,2.880943,2.935356
,50,2.037214,2.090798,2.149908,2.199909,2.256768,2.350367,2.453153,2.55571,2.648702,2.705008,2.754407,2.812665,2.865346
,60,2.003273,2.052906,2.108466,2.156108,2.210973,2.302803,2.405643,2.510099,2.606192,2.664925,2.716755,2.778198,2.834023
,70,1.968695,2.019692,2.076789,2.12574,2.18208,2.276233,2.381328,2.487536,2.584616,2.643605,2.695416,2.756521,2.81172
,80,1.918614,1.976862,2.041034,2.095204,2.156617,2.257106,2.366239,2.473419,2.568762,2.625508,2.674626,2.731702,2.782483
,90,1.844221,1.915497,1.991555,2.053946,2.122862,2.231873,2.345573,2.45303,2.545457,2.599156,2.644887,2.697188,2.742987
R_parsorbitalis,3,2.520086,2.619652,2.727277,2.816529,2.916019,3.075038,3.242523,3.401715,3.538832,3.618389,3.685993,3.76306,3.830262
,5,2.48345,2.577647,2.680219,2.765835,2.861827,3.016389,3.180572,3.337838,3.474172,3.553625,3.621334,3.698729,3.766396
,10,2.392963,2.475284,2.566429,2.643663,2.731463,2.875404,3.031608,3.184254,3.318864,3.398251,3.466434,3.544959,3.614113
,15,2.313934,2.386084,2.467203,2.536938,2.617301,2.751502,2.900495,3.049371,3.183272,3.263364,3.332809,3.413526,3.485261
,20,2.258474,2.322878,2.396223,2.460065,2.53454,2.661049,2.804618,2.951329,3.086036,3.167852,3.239539,3.323731,3.399337
,30,2.189428,2.247933,2.315233,2.374398,2.44411,2.564251,2.703244,2.848214,2.983961,3.06765,3.141752,3.229709,3.309552
,40,2.119077,2.179724,2.249102,2.309756,2.380823,2.502301,2.641298,2.784564,2.917181,2.998221,3.069531,3.153639,3.229495
,50,2.037376,2.103579,2.178399,2.24304,2.317894,2.443731,2.584624,2.726608,2.855298,2.932709,3.000086,3.078695,3.148818
,60,1.93177,2.005327,2.087151,2.156792,2.23629,2.367353,2.510571,2.651475,2.776473,2.850508,2.914277,2.987921,3.052957
,70,1.891364,1.967433,2.052009,2.123958,2.206058,2.34134,2.489078,2.634352,2.76317,2.839445,2.905131,2.980976,3.047943
,80,1.863843,1.938006,2.021198,2.09256,2.174631,2.311302,2.462511,2.613088,2.748106,2.828692,2.898461,2.97944,3.051305
,90,1.831553,1.90462,1.987131,2.058359,2.140776,2.279169,2.433886,2.589555,2.730436,2.815086,2.888706,2.974532,3.051034
R_parstriangularis,3,2.512439,2.567629,2.629008,2.68137,2.741445,2.841707,2.954048,3.06886,3.175677,3.241757,3.300678,3.371379,3.436509
,5,2.465161,2.519797,2.580526,2.632309,2.691695,2.790762,2.901725,3.015117,3.120635,3.185933,3.244177,3.314094,3.378534
,10,2.351801,2.405114,2.464286,2.514678,2.572409,2.668601,2.776242,2.886214,2.988604,3.052021,3.108637,3.176673,3.239464
,15,2.250343,2.302542,2.360391,2.409589,2.465889,2.559583,2.664322,2.771305,2.870966,2.932751,2.987961,3.054384,3.115771
,20,2.171956,2.223528,2.280588,2.329048,2.384437,2.476494,2.579296,2.684272,2.782123,2.842845,2.897158,2.962583,3.023136
,30,2.070014,2.121528,2.178321,2.226407,2.281227,2.372076,2.473294,2.576596,2.67301,2.732967,2.786711,2.851623,2.911894
,40,1.997183,2.049245,2.106414,2.15465,2.20948,2.300054,2.400699,2.50335,2.599293,2.6591,2.712836,2.77793,2.838588
,50,1.930182,1.982814,2.040348,2.088703,2.143487,2.233654,2.333549,2.435358,2.530665,2.590232,2.643894,2.709115,2.770133
,60,1.870078,1.923396,1.981385,2.029909,2.084681,2.174458,2.27359,2.374536,2.469201,2.528544,2.582163,2.647573,2.70904
,70,1.838159,1.893016,1.952342,2.001741,2.057271,2.147874,2.247545,2.348949,2.444238,2.504172,2.558506,2.625065,2.687925
,80,1.822495,1.879578,1.940921,1.991721,2.048562,2.140833,2.241924,2.344674,2.441455,2.50256,2.558165,2.6266,2.691595
,90,1.804548,1.864066,1.927575,1.979849,2.038039,2.131965,2.234403,2.338421,2.436662,2.498957,2.555886,2.626324,2.693642
R_pericalcarine,3,1.537751,1.569822,1.607734,1.642081,1.683942,1.760269,1.856188,1.960087,2.055986,2.114582,2.166313,2.227689,2.283497
,5,1.507149,1.538751,1.576102,1.609931,1.651146,1.726238,1.820498,1.922701,2.017329,2.075288,2.126539,2.187438,2.242896
,10,1.436492,1.467016,1.503078,1.535718,1.575447,1.647694,1.738127,1.836425,1.928158,1.984684,2.03487,2.094738,2.149468
,15,1.37909,1.408781,1.443845,1.475561,1.514131,1.584137,1.671514,1.76673,1.856295,1.911826,1.96133,2.020622,2.075039
,20,1.338045,1.367222,1.401663,1.432798,1.470626,1.539155,1.624442,1.717614,1.805961,1.861076,1.910415,1.969749,2.024427
,30,1.295164,1.324045,1.358106,1.388856,1.426147,1.493439,1.576676,1.668046,1.756079,1.811683,1.861879,1.922744,1.979299
,40,1.275179,1.304089,1.338149,1.368852,1.406007,1.472772,1.554802,1.645227,1.733729,1.790313,1.841819,1.904792,1.963795
,50,1.256049,1.284892,1.318833,1.349378,1.38626,1.452239,1.532715,1.621767,1.710285,1.767562,1.820135,1.884946,1.946191
,60,1.240718,1.269516,1.303361,1.333767,1.370397,1.435622,1.514573,1.602244,1.690745,1.748701,1.802342,1.869031,1.932598
,70,1.228002,1.256753,1.290498,1.32076,1.357128,1.421575,1.498961,1.585167,1.673532,1.732092,1.786746,1.855276,1.921181
,80,1.20962,1.23815,1.271588,1.301518,1.337397,1.400666,1.476,1.560166,1.647767,1.706512,1.7618,1.831731,1.899596
,90,1.188541,1.216773,1.249816,1.279335,1.314634,1.376568,1.449677,1.531586,1.618154,1.676902,1.732668,1.803831,1.873549
R_postcentral,3,2.069264,2.104238,2.144048,2.178828,2.219736,2.290644,2.37454,2.465944,2.556998,2.616649,2.672227,2.742178,2.810075
,5,2.027296,2.062488,2.102439,2.137249,2.178085,2.248599,2.331609,2.421552,2.510659,2.568776,2.622743,2.690417,2.75584
,10,1.927031,1.962873,2.003268,2.03822,2.078939,2.148561,2.229469,2.31594,2.400466,2.455014,2.505269,2.567762,2.627628
,15,1.84018,1.876912,1.917994,1.953276,1.994084,2.063159,2.142402,2.22598,2.306669,2.358249,2.405447,2.463722,2.519129
,20,1.773898,1.811921,1.854102,1.890052,1.931324,2.000485,2.078834,2.16045,2.238366,2.287767,2.332713,2.387888,2.440036
,30,1.695734,1.737699,1.783452,1.821818,1.865202,1.936453,2.01525,2.095509,2.170692,2.217744,2.260188,2.311862,2.360306
,40,1.6414,1.687516,1.736982,1.777858,1.823469,1.897133,1.977092,2.057278,2.131561,2.177754,2.21928,2.2697,2.31687
,50,1.592734,1.641643,1.693511,1.735946,1.782894,1.857963,1.938676,2.01918,2.09368,2.14009,2.181918,2.232886,2.280789
,60,1.554525,1.604288,1.656822,1.699647,1.746901,1.822315,1.90347,1.984862,2.060926,2.1088,2.15233,2.205918,2.256871
,70,1.526161,1.574333,1.625361,1.66711,1.71337,1.787748,1.86884,1.951704,2.030957,2.08191,2.12904,2.188185,2.245641
,80,1.475047,1.519715,1.567331,1.606544,1.650306,1.721519,1.800738,1.883967,1.966316,2.020931,2.072745,2.139665,2.206828
,90,1.40403,1.444979,1.488825,1.525116,1.565866,1.632936,1.709113,1.791664,1.876689,1.935283,1.992704,2.069754,2.150635
R_posteriorcingulate,3,2.569016,2.637746,2.708486,2.764959,2.826314,2.923146,3.02803,3.137149,3.246019,3.319475,3.390428,3.484195,3.580955
,5,2.525294,2.591929,2.660868,2.716154,2.776455,2.872025,2.97587,3.083909,3.191349,3.263514,3.332917,3.42415,3.517702
,10,2.414883,2.476763,2.54155,2.594054,2.65183,2.74429,2.845481,2.950762,3.054684,3.123767,3.189554,3.274986,3.361335
,15,2.308588,2.366414,2.427602,2.477651,2.53316,2.622751,2.721426,2.824092,2.924773,2.991097,3.05371,3.134154,3.214434
,20,2.226961,2.281807,2.34039,2.388704,2.44266,2.530402,2.62758,2.728691,2.827282,2.891713,2.952074,3.028898,3.10471
,30,2.133774,2.185334,2.241283,2.288062,2.340909,2.427922,2.525187,2.626393,2.724149,2.787195,2.845513,2.918586,2.989366
,40,2.071828,2.121749,2.176595,2.222945,2.275781,2.363623,2.462516,2.565421,2.664092,2.727076,2.784765,2.856175,2.924347
,50,2.021818,2.071018,2.125601,2.172118,2.225515,2.314963,2.416223,2.521591,2.622045,2.685655,2.743469,2.814358,2.881268
,60,1.971799,2.020751,2.075476,2.122419,2.176601,2.267897,2.37169,2.479689,2.582189,2.646685,2.704952,2.775864,2.842205
,70,1.942792,1.992398,2.048185,2.096286,2.152039,2.246411,2.354052,2.466042,2.571949,2.638257,2.697875,2.770008,2.837018
,80,1.927495,1.978444,2.03601,2.085841,2.143792,2.242226,2.354779,2.47186,2.582257,2.651102,2.712766,2.787028,2.855634
,90,1.90406,1.956441,2.015841,2.06742,2.127555,2.229972,2.347295,2.469305,2.584073,2.655412,2.719117,2.79555,2.86585
R_precentral,3,2.253454,2.327446,2.403087,2.4626,2.525624,2.619193,2.708494,2.791615,2.867128,2.912364,2.951457,2.996616,3.036414
,5,2.240368,2.313755,2.388895,2.44809,2.510844,2.604134,2.693296,2.776374,2.851899,2.897166,2.936298,2.981519,3.021385
,10,2.206895,2.278768,2.352642,2.411025,2.473088,2.56565,2.654436,2.737383,2.81292,2.858254,2.897479,2.942847,2.982876
,15,2.170107,2.240445,2.313013,2.370546,2.431868,2.523625,2.611957,2.694699,2.770185,2.815548,2.854834,2.900313,2.940477
,20,2.129654,2.198525,2.269834,2.32654,2.387141,2.478106,2.565988,2.648526,2.72396,2.769351,2.808698,2.854289,2.894587
,30,2.05154,2.118519,2.18832,2.244136,2.304073,2.394578,2.482606,2.565697,2.641892,2.687858,2.727772,2.774102,2.815125
,40,1.982717,2.049359,2.119208,2.175342,2.235887,2.327817,2.417801,2.503145,2.581656,2.629134,2.670434,2.718454,2.761046
,50,1.923478,1.990523,2.061206,2.118302,2.180166,2.27464,2.367733,2.456478,2.538406,2.588085,2.631381,2.681817,2.726638
,60,1.866587,1.933342,2.004193,2.061764,2.124471,2.220874,2.316605,2.408421,2.49356,2.545359,2.590608,2.643442,2.690504
,70,1.804179,1.869317,1.938974,1.995956,2.058396,2.155125,2.252035,2.345654,2.432936,2.486257,2.532969,2.587666,2.636525
,80,1.73508,1.797862,1.865532,1.921282,1.982766,2.078803,2.175954,2.270561,2.359314,2.413789,2.461669,2.517918,2.568329
,90,1.66354,1.723807,1.789287,1.843627,1.903958,1.999015,2.096171,2.191611,2.281769,2.3374,2.386477,2.444347,2.496405
R_precuneus,3,2.451295,2.531038,2.608563,2.667476,2.728734,2.819998,2.911814,2.999965,3.080856,3.131737,3.178275,3.236171,3.29203
,5,2.404941,2.481426,2.556449,2.613883,2.67396,2.764031,2.855091,2.942602,3.022677,3.072824,3.118499,3.175038,3.22927
,10,2.285403,2.354741,2.424123,2.478124,2.535374,2.62244,2.711461,2.797231,2.875248,2.923649,2.967334,3.020817,3.071462
,15,2.166632,2.229978,2.294473,2.3454,2.400033,2.484183,2.571116,2.655126,2.73122,2.77808,2.820066,2.871008,2.918739
,20,2.076188,2.135286,2.19634,2.245145,2.298031,2.380385,2.466231,2.549428,2.624542,2.67052,2.711468,2.760778,2.80657
,30,1.985152,2.041726,2.101139,2.149285,2.202029,2.285071,2.372246,2.456562,2.531876,2.57736,2.617373,2.66486,2.708221
,40,1.92593,1.982833,2.043047,2.092136,2.146151,2.231502,2.321101,2.407237,2.483294,2.528661,2.568151,2.614448,2.656139
,50,1.882088,1.937332,1.996489,2.045202,2.099248,2.185423,2.276576,2.36445,2.441882,2.487864,2.527706,2.574143,2.615667
,60,1.849257,1.899353,1.95402,1.99979,2.051319,2.134966,2.225163,2.31344,2.392006,2.438894,2.479608,2.527116,2.569606
,70,1.836451,1.87957,1.927691,1.96882,2.016016,2.094567,2.181795,2.269492,2.349275,2.397587,2.439921,2.489731,2.534622
,80,1.799951,1.83576,1.876571,1.91216,1.953806,2.025026,2.106887,2.192088,2.272079,2.321643,2.365759,2.418474,2.46672
,90,1.749228,1.779117,1.813751,1.844459,1.881,1.945044,2.021148,2.103294,2.183251,2.23422,2.280533,2.337072,2.389992
R_rostralanteriorcingulate,3,2.588018,2.694566,2.81041,2.906601,3.01345,3.181889,3.354114,3.52358,3.684132,3.783402,3.871098,3.974641,4.067905
,5,2.536871,2.640518,2.75342,2.847346,2.951878,3.117141,3.286803,3.453919,3.611928,3.709512,3.795666,3.897338,3.988881
,10,2.4195,2.516485,2.622624,2.711336,2.810539,2.968509,3.132335,3.294121,3.446344,3.540083,3.622716,3.720115,3.807727
,15,2.331141,2.422826,2.523626,2.608265,2.703364,2.855892,3.01568,3.173904,3.322065,3.413044,3.493123,3.5874,3.672124
,20,2.27713,2.365012,2.462067,2.543933,2.636352,2.78565,2.943644,3.100524,3.246743,3.336279,3.414971,3.507507,3.59059
,30,2.214431,2.296735,2.388431,2.466472,2.555399,2.701134,2.858502,3.015665,3.160846,3.249261,3.326743,3.417652,3.499128
,40,2.163187,2.240638,2.327658,2.40237,2.488292,2.631134,2.788518,2.946659,3.091518,3.179273,3.255964,3.345748,3.426081
,50,2.127241,2.200631,2.283765,2.355751,2.439295,2.580183,2.738567,2.898744,3.044313,3.132052,3.208523,3.297865,3.377674
,60,2.109981,2.180143,2.260251,2.330196,2.412103,2.552212,2.712914,2.876545,3.024163,3.112704,3.189677,3.279429,3.359483
,70,2.141905,2.210572,2.289573,2.359114,2.441273,2.583822,2.75063,2.9217,3.074983,3.166494,3.245855,3.33822,3.420488
,80,2.184889,2.252437,2.330727,2.400191,2.482978,2.628665,2.802586,2.982299,3.142327,3.237441,3.319737,3.415349,3.500399
,90,2.204579,2.270323,2.347069,2.415692,2.498184,2.645415,2.824719,3.011465,3.176821,3.27469,3.359184,3.45719,3.544268
R_rostralmiddlefrontal,3,2.502741,2.547457,2.598653,2.64347,2.696076,2.786325,2.890212,2.997284,3.095773,3.15571,3.208326,3.270267,3.32604
,5,2.435744,2.47985,2.530291,2.57439,2.626081,2.71455,2.816037,2.920549,3.016874,3.075572,3.127141,3.187887,3.242614
,10,2.281209,2.323943,2.372671,2.415136,2.464731,2.549105,2.645048,2.743647,2.834982,2.890827,2.939984,2.997981,3.050303
,15,2.152182,2.193925,2.241377,2.282592,2.330546,2.411626,2.502986,2.596679,2.683929,2.737465,2.784682,2.840483,2.890895
,20,2.069081,2.110672,2.157799,2.198587,2.245861,2.325277,2.413917,2.504628,2.589575,2.641889,2.688124,2.74286,2.792382
,30,1.985749,2.028548,2.076742,2.118173,2.165834,2.244933,2.331655,2.420022,2.503596,2.555391,2.60133,2.655871,2.705335
,40,1.940458,1.984765,2.034427,2.076914,2.125538,2.205582,2.292324,2.380329,2.463843,2.515698,2.561724,2.616393,2.66598
,50,1.896427,1.94148,1.991873,2.034903,2.084062,2.164806,2.252084,2.340244,2.423406,2.474812,2.520302,2.574173,2.622891
,60,1.845334,1.890359,1.940712,1.983717,2.032881,2.113796,2.201608,2.289902,2.372125,2.422495,2.466814,2.519015,2.56598
,70,1.822575,1.867946,1.918726,1.962155,2.011905,2.094131,2.184017,2.273961,2.356342,2.406233,2.449815,2.500809,2.546404
,80,1.819222,1.865363,1.91706,1.961345,2.012195,2.096649,2.189715,2.282366,2.365729,2.415596,2.458827,2.509058,2.55368
,90,1.827735,1.87499,1.927987,1.97346,2.025799,2.113149,2.210173,2.306241,2.391122,2.441264,2.484397,2.534166,2.57809
R_superiorfrontal,3,2.779173,2.837784,2.902397,2.956825,3.018215,3.11736,3.222381,3.325932,3.42106,3.478721,3.529068,3.587907,3.640422
,5,2.733793,2.791752,2.855647,2.909469,2.970172,3.068199,3.172016,3.274397,3.3685,3.425561,3.475394,3.533645,3.585645
,10,2.622469,2.678808,2.740916,2.793229,2.852225,2.94747,3.048294,3.147769,3.239322,3.294887,3.343441,3.400226,3.450943
,15,2.515095,2.569843,2.630198,2.681032,2.738355,2.830877,2.928773,3.025404,3.114458,3.168555,3.215854,3.271202,3.320658
,20,2.426943,2.480471,2.53948,2.58918,2.645219,2.735648,2.831286,2.925733,3.012892,3.065887,3.112249,3.166529,3.215056
,30,2.326817,2.379497,2.437575,2.486488,2.541631,2.630576,2.724566,2.817475,2.903449,2.955821,3.001693,3.055457,3.103571
,40,2.261995,2.314559,2.372514,2.421322,2.476342,2.565054,2.658721,2.751407,2.837413,2.889905,2.935936,2.989947,3.038334
,50,2.203939,2.256499,2.314457,2.363271,2.418291,2.506975,2.600542,2.693228,2.779478,2.832221,2.878529,2.932927,2.981714
,60,2.145999,2.198516,2.256436,2.305222,2.360208,2.44881,2.542227,2.634869,2.721326,2.7743,2.82087,2.875639,2.924812
,70,2.110867,2.163867,2.222333,2.271582,2.327092,2.416517,2.51074,2.604293,2.691854,2.745615,2.792936,2.848656,2.89874
,80,2.064121,2.117284,2.175945,2.225367,2.281072,2.370796,2.465279,2.559206,2.64738,2.701628,2.749441,2.80581,2.856538
,90,2.007637,2.060669,2.119203,2.168527,2.224127,2.313668,2.40791,2.501717,2.590048,2.644507,2.692572,2.749308,2.800429
R_superiorparietal,3,2.229755,2.275453,2.326571,2.370229,2.420123,2.502145,2.590948,2.680549,2.764752,2.816668,2.862534,2.916769,2.965748
,5,2.181733,2.226981,2.27756,2.320726,2.370026,2.450994,2.538551,2.626789,2.709617,2.76064,2.805691,2.858929,2.906976
,10,2.065352,2.109504,2.158763,2.200727,2.248568,2.32695,2.411447,2.496337,2.575793,2.624631,2.667685,2.718482,2.764254
,15,1.95455,1.99772,2.045775,2.086626,2.133102,2.209029,2.290588,2.372236,2.448405,2.495105,2.536202,2.584604,2.628139
,20,1.869476,1.912535,1.960295,2.000757,2.046638,2.12126,2.200973,2.280335,2.353998,2.398989,2.438476,2.484858,2.526464
,30,1.787425,1.834201,1.885358,1.928132,1.976041,2.052692,2.132957,2.211347,2.282854,2.32597,2.363478,2.407152,2.44599
,40,1.735354,1.785807,1.840361,1.885506,1.935598,2.014771,2.096503,2.175273,2.246298,2.288766,2.325502,2.368044,2.405671
,50,1.707027,1.756874,1.811032,1.856046,1.90619,1.985853,2.068582,2.148763,2.221423,2.265026,2.302837,2.346726,2.385635
,60,1.682535,1.729088,1.780362,1.823516,1.872146,1.950582,2.033518,2.115292,2.190544,2.236213,2.276117,2.322786,2.364465
,70,1.666059,1.710299,1.75956,1.801447,1.849113,1.927007,2.010702,2.094539,2.17282,2.220846,2.263126,2.312943,2.357768
,80,1.612174,1.653598,1.70015,1.740085,1.785919,1.861705,1.944349,2.02838,2.107962,2.157315,2.201095,2.253075,2.300209
,90,1.522901,1.560881,1.60392,1.641144,1.684211,1.75623,1.835913,1.918169,1.997222,2.046811,2.091161,2.144258,2.192819
R_superiortemporal,3,2.510083,2.644494,2.7641,2.848969,2.932577,3.049679,3.159725,3.258849,3.344608,3.396154,3.441773,3.496608,3.54763
,5,2.505821,2.62983,2.742475,2.82373,2.904799,3.019848,3.129186,3.228215,3.313913,3.365294,3.410631,3.464913,3.515182
,10,2.489702,2.591622,2.688986,2.762028,2.837142,2.9472,3.05479,3.153761,3.239722,3.291093,3.336189,3.389795,3.438987
,15,2.475215,2.558144,2.641402,2.706372,2.77532,2.879919,2.985642,3.085084,3.17243,3.224794,3.270744,3.325244,3.375064
,20,2.460211,2.528843,2.600631,2.658606,2.721934,2.821319,2.925345,3.025809,3.11555,3.169794,3.217565,3.274338,3.326268
,30,2.396916,2.457055,2.521901,2.575661,2.635715,2.732462,2.836348,2.938328,3.029984,3.085335,3.133909,3.191304,3.24339
,40,2.30593,2.372773,2.444006,2.5024,2.566911,2.669161,2.776458,2.878992,2.96854,3.021336,3.066838,3.11958,3.166463
,50,2.232836,2.302048,2.375761,2.436133,2.502741,2.608022,2.7179,2.822048,2.91208,2.964666,3.009652,3.061366,3.106921
,60,2.18904,2.25031,2.317313,2.373483,2.43675,2.539363,2.649586,2.756666,2.850984,2.906716,2.954717,3.010222,3.059361
,70,2.129233,2.185595,2.24828,2.301647,2.362615,2.463337,2.573882,2.683383,2.781364,2.83986,2.890565,2.949534,3.002015
,80,2.025463,2.085732,2.152175,2.208269,2.271837,2.375678,2.488005,2.597613,2.694305,2.75141,2.800534,2.857226,2.907282
,90,1.898035,1.96899,2.045074,2.107732,2.177154,2.2873,2.402404,2.511134,2.604405,2.65841,2.704259,2.756499,2.802047
R_supramarginal,3,2.536959,2.61554,2.694838,2.756959,2.823054,2.92346,3.024697,3.119153,3.201046,3.249496,3.291547,3.340803,3.385205
,5,2.496353,2.572623,2.6499,2.710641,2.775452,2.874256,2.974298,3.068026,3.149603,3.198011,3.240116,3.289546,3.334208
,10,2.397409,2.468237,2.540694,2.598108,2.659798,2.754679,2.851774,2.943715,3.024552,3.072902,3.115195,3.165139,3.210544
,15,2.304958,2.370808,2.438787,2.493074,2.551809,2.642952,2.737253,2.82756,2.907832,2.956256,2.998879,3.049541,3.095915
,20,2.231229,2.293019,2.357326,2.409047,2.465368,2.553514,2.645708,2.735012,2.815295,2.864165,2.907468,2.959297,3.00709
,30,2.149556,2.207496,2.268338,2.317674,2.371819,2.457493,2.548466,2.638132,2.720248,2.771016,2.816532,2.871704,2.923279
,40,2.091518,2.148647,2.208719,2.257507,2.311152,2.396344,2.487412,2.578064,2.662118,2.714678,2.762234,2.820468,2.875521
,50,2.029904,2.086573,2.146111,2.194447,2.247605,2.332147,2.422919,2.514011,2.599431,2.653429,2.702727,2.763709,2.822021
,60,1.977658,2.034221,2.093536,2.141625,2.194475,2.27857,2.369179,2.460809,2.547719,2.603287,2.654502,2.71855,2.780553
,70,1.932198,1.990218,2.050699,2.099487,2.152888,2.237533,2.328584,2.420936,2.509189,2.566104,2.618964,2.685672,2.750931
,80,1.861271,1.921381,1.983431,2.033061,2.086998,2.17182,2.262494,2.354354,2.442489,2.49968,2.553118,2.621056,2.688101
,90,1.794935,1.858029,1.922396,1.973353,2.028251,2.113752,2.204411,2.296028,2.384226,2.441802,2.495923,2.565246,2.634264
R_frontalpole,3,2.509697,2.620112,2.743264,2.848542,2.969488,3.171453,3.397416,3.627343,3.839806,3.97034,4.086065,4.224012,4.350146
,5,2.433525,2.541099,2.661055,2.763591,2.881384,3.078119,3.298358,3.5227,3.730309,3.858043,3.971416,4.106736,4.23065
,10,2.264459,2.365823,2.478779,2.575289,2.686144,2.871352,3.078973,3.291037,3.48804,3.609702,3.718017,3.847752,3.967015
,15,2.146838,2.244216,2.35263,2.445202,2.551503,2.729128,2.928504,3.132713,3.323189,3.44129,3.546786,3.67362,3.790714
,20,2.077271,2.172511,2.278457,2.368872,2.472669,2.646147,2.841125,3.041388,3.228941,3.345692,3.450328,3.576601,3.693672
,30,2.002674,2.094168,2.19606,2.283125,2.383222,2.550937,2.740211,2.93567,3.119882,3.235193,3.338988,3.464845,3.582142
,40,1.971767,2.059115,2.156965,2.241025,2.338142,2.501869,2.687896,2.881032,3.063676,3.178182,3.281306,3.406362,3.522873
,50,1.947478,2.031336,2.126043,2.208002,2.303315,2.465309,2.650912,2.844731,3.028507,3.14374,3.247427,3.372947,3.489592
,60,1.880124,1.960008,2.051,2.130359,2.223299,2.382643,2.566896,2.760593,2.944875,3.060502,3.164484,3.290181,3.406722
,70,1.846258,1.924704,2.014772,2.093901,2.187196,2.348525,2.536847,2.736316,2.926997,3.046887,3.154765,3.285156,3.40595
,80,1.824844,1.902991,1.993341,2.073234,2.168006,2.333217,2.52789,2.735796,2.935783,3.061982,3.17576,3.313485,3.441204
,90,1.784983,1.862163,1.95195,2.031812,2.127085,2.294449,2.493511,2.707985,2.915805,3.047584,3.16675,3.311388,3.44584
R_temporalpole,3,2.358135,2.547963,2.740953,2.893334,3.056514,3.305488,3.555197,3.783118,3.973395,4.081584,4.172365,4.274657,4.362885
,5,2.378382,2.568717,2.762249,2.91507,3.07873,3.328447,3.578904,3.807504,3.998343,4.106849,4.197895,4.300482,4.388964
,10,2.430169,2.621617,2.816365,2.970191,3.134957,3.386399,3.638608,3.86881,4.06098,4.170238,4.261911,4.365202,4.454287
,15,2.48391,2.676118,2.871761,3.026361,3.192006,3.444857,3.698533,3.930096,4.123409,4.233317,4.325535,4.429438,4.519049
,20,2.532982,2.724801,2.920233,3.074771,3.240427,3.493416,3.747331,3.979172,4.172744,4.282807,4.375157,4.479212,4.568954
,30,2.581554,2.766879,2.956218,3.106238,3.267288,3.513611,3.761173,3.987422,4.176438,4.283945,4.374168,4.475839,4.563536
,40,2.577073,2.757783,2.942467,3.088823,3.24595,3.486272,3.727775,3.948446,4.132765,4.237583,4.325538,4.424644,4.510118
